Thumb Near,Thumb Far,Thumb/Index,Index Near ,Index Far,Index/Middle, Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far, Ring/Little,Little Near,Little Far
0,1,0.7142857,0.8333333,0.4642857,0.4606742,0.4,0.1428571,1,0.8333333,0.2195122,0.75,0.4,0.6,0,0,0,0,1.401298E-45,0
0,1,0.5714286,0.8888889,0.5,0.4719101,0.4,0.07142857,1,0.8333333,0.1219512,0.75,0.2,0.4,0,0,0,0,0,0
0,1,0.5714286,0.8888889,0.5,0.4719101,0.4,0.07142857,1,0.8333333,0.1219512,0.75,0.2,0.4,0,0,0,0,0,0
0,1,0.5714286,0.8888889,0.5,0.4719101,0.4,0.07142857,1,0.8333333,0.1219512,0.75,0.2,0.4,0,0,0,0,0,0
0,1,0.5714286,0.8888889,0.5,0.4719101,0.4,0.07142857,1,0.8333333,0.1219512,0.75,0.2,0.4,0,0,0,0,0,0
1,1,0.5714286,1,0.5,0.4831461,0.4,0.07142857,1,0.8333333,0.09756097,0.5833333,0.2,0.6,0,0,0,0,0,0
1,1,0.5714286,1,0.5,0.4831461,0.4,0.07142857,1,0.8333333,0.09756097,0.5833333,0.2,0.6,0,0,0,0,0,0
1,1,0.5714286,1,0.5,0.4831461,0.4,0.07142857,1,0.8333333,0.09756097,0.5833333,0.2,0.6,0,0,0,0,0,0
1,1,0.5714286,1,0.5,0.4831461,0.4,0.07142857,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
